Projeto,Ano,Tipo,Ementa,Situacao,Autor,Codigo_Tipo,Id_Projeto_Camara,Data_Projeto,Tramitacao_Encerrada,Aprovado
16,2017,Pedido de Informação FiscalizaJF,Solicita informação sobre a Escola Municipal Fernão Dias Paes,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61059,,,
16,2017,Pedido de Informação,Solicita informações sobre o plano nacional de educação.,Arquivada,Dr. Fiorilo,PEDIF,59343,,,
15,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Maria José Villela.,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61058,,,
15,2017,Pedido de Informação,"Solicita informação referente a imóvel na rua Goiás nº 392, bairro São Bernardo",Arquivada,Wanderson Castelar,PEDIF,59292,,,
14,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Marília de Dirceu.,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61060,,,
14,2017,Pedido de Informação,"Solicita informações sobre quando começará a reforma da Unidade Básica de Saúde de Benfica, antiga Policlínica de Benfica.",Arquivada,Kennedy Ribeiro,PEDIF,0,,,
13,2017,Pedido de Informação FiscalizaJF,"Solicita informações a respeito da Escola Municipal Professor Oscar Schmidt, bairro Santa Rita de Cássia",Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,61055,,,
13,2017,Pedido de Informação,Solicita informações a respeito do motivo da retirada de parte dos bancos localizados no Parque Halfeld.,Arquivada,Kennedy Ribeiro,PEDIF,59294,,,
12,2017,Pedido de Informação FiscalizaJF,Solicita que fiscalize as condições gerais dos equipamentos da UAPS do bairro Esplanada,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,61056,,,
12,2017,Pedido de Informação,Solicita informações sobre a ETE.,Arquivada,Charlles Evangelista,PEDIF,59293,,,
11,2017,Pedido de Informação FiscalizaJF,"Solicita informações a respeito da Escola Municipal Álvaro Braga, bairro Dom Bosco",Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,60233,,,
11,2017,Pedido de Informação,"Solicita andamento do processo seletivo interno (de promoção por mérito), edital 275/2013, finalizado em Abril/16, contemplando diversas categorias.",Arquivada,Dr. Adriano Miranda,PEDIF,59291,,,
10,2017,Pedido de Informação FiscalizaJF,Solicita informações a respeito da UAPS- Bairro Progresso,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,60236,,,
10,2017,Pedido de Informação,"Solicita informações referente ao bem móvel, aeronave localizada no Museu Mariano Procópio d Juiz de Fora",Arquivada,Sargento Mello Casal,PEDIF,59290,,,
9,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal João Evangelista de Assis.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59915,,,
9,2017,Pedido de Informação,Solicita informações a respeito de instalação de um semáforo no local conhecido como Corte de Pedra,Arquivada,Luiz Otávio Fernandes Coelho - Pardal,PEDIF,59289,,,
8,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Helena de Almeida Fernandes.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59913,,,
8,2017,Pedido de Informação,Solicita informações junto ao Executivo sobre o incentivo ao cultivo da Citronela,Arquivada,André Mariano,PEDIF,59287,,,
7,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Maria Aládia Sant'Ana.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59877,,,
7,2017,Pedido de Informação,Solicita informações sobre a sinalização horizontal ao longo da Av. Barão do Rio Branco referente ao trecho reservado para a ciclorrota.,Arquivada,Dr. Fiorilo,PEDIF,59286,,,
6,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Gilberto de Alencar.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59876,,,
6,2017,Pedido de Informação,Solicita informações sobre o estacionamento dos coletivos.,Arquivada,Dr. Fiorilo,PEDIF,59285,,,
5,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Lions Centro.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59875,,,
5,2017,Pedido de Informação,Solicita informações referentes ao banheiro público do Parque Halfeld,Arquivada,Dr. Fiorilo,PEDIF,59283,,,
4,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Praça Nossa Senhora de Fátima.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59874,,,
4,2017,Pedido de Informação,"Solicita informações sobre a construção da ciclovia na avenida Brasil, que contempla desde o inicio do Acesso Norte até o bairro Santa Terezinha.",Arquivada,Kennedy Ribeiro,PEDIF,58549,,,
3,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Doutor Dilermando Martin.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59873,,,
3,2017,Pedido de Informação,"Solicita informação sobre o o itinerário e cumprimento dos horários da linha 139, no bairro Renascença.",Arquivada,Wanderson Castelar,PEDIF,59282,,,
2,2017,Pedido de Informação FiscalizaJF,Solicita informação do Restaurante Popular Yeda Duarte Gomes,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59296,,,
2,2017,Pedido de Informação,"Solicita Praça Pública na confluência da Rua Ibitiguaia com Av. Santa Luzia, em frente ao Santuário, no Bairro Santa Luzia.",Arquivada,Dr. Fiorilo,PEDIF,58362,,,
1,2017,Pedido de Informação FiscalizaJF,"Solicita informações referentes a praça Adalberto Landau, bairro Industrial",Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,0,,,
1,2017,Pedido de Informação,Solicita informações sobre as Clínicas Terapêuticas da cidade.,Arquivada,Cido Reis,PEDIF,58361,,,
