Projeto,Ano,Tipo,Ementa,Situacao,Autor,Codigo_Tipo,Id_Projeto_Camara,Data_Projeto,Tramitacao_Encerrada,Aprovado
9,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal João Evangelista de Assis.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,,,,
9,2017,Pedido de Informação,Solicita informações a respeito de instalação de um semáforo no local conhecido como Corte de Pedra,Arquivada,Luiz Otávio Fernandes Coelho - Pardal,PEDIF,,,,
8,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Helena de Almeida Fernandes.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,,,,
8,2017,Pedido de Informação,Solicita informações junto ao Executivo sobre o incentivo ao cultivo da Citronela,Arquivada,André Mariano,PEDIF,,,,
7,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Maria Aládia Sant'Ana.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,,,,
7,2017,Pedido de Informação,Solicita informações sobre a sinalização horizontal ao longo da Av. Barão do Rio Branco referente ao trecho reservado para a ciclorrota.,Arquivada,Dr. Fiorilo,PEDIF,,,,
6,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Gilberto de Alencar.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,,,,
6,2017,Pedido de Informação,Solicita informações sobre o estacionamento dos coletivos.,Arquivada,Dr. Fiorilo,PEDIF,,,,
5,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Lions Centro.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,,,,
5,2017,Pedido de Informação,Solicita informações referentes ao banheiro público do Parque Halfeld,Arquivada,Dr. Fiorilo,PEDIF,,,,
4,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Praça Nossa Senhora de Fátima.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,,,,
4,2017,Pedido de Informação,"Solicita informações sobre a construção da ciclovia na avenida Brasil, que contempla desde o inicio do Acesso Norte até o bairro Santa Terezinha.",Arquivada,Kennedy Ribeiro,PEDIF,,,,
3,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Doutor Dilermando Martin.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,,,,
3,2017,Pedido de Informação,"Solicita informação sobre o o itinerário e cumprimento dos horários da linha 139, no bairro Renascença.",Arquivada,Wanderson Castelar,PEDIF,,,,
2,2017,Pedido de Informação FiscalizaJF,Solicita informação do Restaurante Popular Yeda Duarte Gomes,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,,,,
2,2017,Pedido de Informação,"Solicita Praça Pública na confluência da Rua Ibitiguaia com Av. Santa Luzia, em frente ao Santuário, no Bairro Santa Luzia.",Arquivada,Dr. Fiorilo,PEDIF,,,,
1,2017,Pedido de Informação FiscalizaJF,"Solicita informações referentes a praça Adalberto Landau, bairro Industrial",Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,,,,
1,2017,Pedido de Informação,Solicita informações sobre as Clínicas Terapêuticas da cidade.,Arquivada,Cido Reis,PEDIF,,,,
